URLs,Subdirectories
https://leetcode.com/articles/not-boring-movies/,"['https:', '', 'leetcode.com', 'articles', 'not-boring-movies', '']"
https://leetcode.com/articles/combine-two-tables/,"['https:', '', 'leetcode.com', 'articles', 'combine-two-tables', '']"
https://leetcode.com/articles/find-cumulative-salary-of-an-employee/,"['https:', '', 'leetcode.com', 'articles', 'find-cumulative-salary-of-an-employee', '']"
https://leetcode.com/articles/winning-candidate/,"['https:', '', 'leetcode.com', 'articles', 'winning-candidate', '']"
https://leetcode.com/articles/managers-with-at-least-5-direct-reports/,"['https:', '', 'leetcode.com', 'articles', 'managers-with-at-least-5-direct-reports', '']"
https://leetcode.com/articles/delete-duplicate-emails/,"['https:', '', 'leetcode.com', 'articles', 'delete-duplicate-emails', '']"
https://leetcode.com/articles/rising-temperature/,"['https:', '', 'leetcode.com', 'articles', 'rising-temperature', '']"
https://leetcode.com/articles/department-top-three-salaries/,"['https:', '', 'leetcode.com', 'articles', 'department-top-three-salaries', '']"
https://leetcode.com/articles/department-highest-salary/,"['https:', '', 'leetcode.com', 'articles', 'department-highest-salary', '']"
https://leetcode.com/articles/duplicate-emails/,"['https:', '', 'leetcode.com', 'articles', 'duplicate-emails', '']"
https://leetcode.com/articles/employees-earning-more-than-their-managers/,"['https:', '', 'leetcode.com', 'articles', 'employees-earning-more-than-their-managers', '']"
https://leetcode.com/articles/consecutive-numbers/,"['https:', '', 'leetcode.com', 'articles', 'consecutive-numbers', '']"
https://leetcode.com/articles/second-highest-salary/,"['https:', '', 'leetcode.com', 'articles', 'second-highest-salary', '']"
https://leetcode.com/articles/customers-who-never-order/,"['https:', '', 'leetcode.com', 'articles', 'customers-who-never-order', '']"
https://leetcode.com/articles/arithmetic-slices/,"['https:', '', 'leetcode.com', 'articles', 'arithmetic-slices', '']"
https://leetcode.com/articles/exclusive-time-of-functions/,"['https:', '', 'leetcode.com', 'articles', 'exclusive-time-of-functions', '']"
https://leetcode.com/articles/maximum-average-subarray/,"['https:', '', 'leetcode.com', 'articles', 'maximum-average-subarray', '']"
https://leetcode.com/articles/maximum-average-subarray-ii/,"['https:', '', 'leetcode.com', 'articles', 'maximum-average-subarray-ii', '']"
